epoch,grad/last_mlp,grad/lm_head,grad/q_head,grad/total_norm,step,train/accuracy,train/early_halt_rate,train/exact_accuracy,train/lm_loss,train/lr,train/q_halt_accuracy,train/q_halt_loss,train/steps,val/accuracy,val/exact_accuracy,val/lm_loss,val/loss,val/q_halt_accuracy,val/q_halt_loss,val/steps
241,0.09935814142227173,0.02363843098282814,0.38296598196029663,0.5719456672668457,1449,0.980292797088623,1.0,0.8125,0.19951149995000442,7.244999869726598e-05,0.8333333134651184,0.6848703622817993,3.3229167461395264,,,,,,,
249,0.17188820242881775,0.019377144053578377,0.8653123378753662,1.1969202756881714,1499,0.9757654666900635,1.0,0.6309962868690491,0.21537400510714036,7.495000318158418e-05,0.6346863508224487,0.4611625671386719,2.140221357345581,,,,,,,
249,,,,,1499,,,,,,,,,0.6854588985443115,0.0,0.883560836315155,0.88735431432724,1.0,0.007587181869894266,16.0
258,0.2263168841600418,0.021590495482087135,0.8020728230476379,1.337126612663269,1549,0.9746814370155334,1.0,0.6695402264595032,0.20532907173387838,7.745000038994476e-05,0.6752873659133911,0.4659512937068939,2.3850574493408203,,,,,,,
259,,,,,1559,,,,,,,,,0.700239360332489,0.0,0.8340728878974915,0.8383147716522217,1.0,0.008483747020363808,16.0
266,0.09814903140068054,0.018873214721679688,0.19710102677345276,0.3799130618572235,1599,0.9810810685157776,1.0,0.7852941155433655,0.18096881415445548,7.994999759830534e-05,0.7970588207244873,0.4574350118637085,2.4617648124694824,,,,,,,
269,,,,,1619,,,,,,,,,0.7180110812187195,0.0,0.7872238159179688,0.7920891642570496,1.0,0.009730697609484196,16.0
274,0.12815259397029877,0.0163729265332222,0.24815696477890015,0.5580457448959351,1649,0.9852902293205261,1.0,0.8098360896110535,0.17790772599744,8.245000208262354e-05,0.8163934350013733,0.45212072134017944,2.3934426307678223,,,,,,,
279,,,,,1679,,,,,,,,,0.7327561974525452,0.0,0.7455585598945618,0.7511425018310547,1.0,0.01116784568876028,16.0
283,0.19220656156539917,0.015226155519485474,0.4012681543827057,0.8805359601974487,1699,0.9865217208862305,1.0,0.8198433518409729,0.16595371957605556,8.494999929098412e-05,0.8276762366294861,0.4228658378124237,2.4046998023986816,,,,,,,
289,,,,,1739,,,,,,,,,0.7476773262023926,0.0013020833721384406,0.7051289677619934,0.7135315537452698,0.9986979365348816,0.01680520549416542,16.0
291,0.09278940409421921,0.01383283082395792,0.13017210364341736,0.3693651258945465,1749,0.9845975041389465,1.0,0.8252688050270081,0.16590152962845467,8.74499964993447e-05,0.8279569745063782,0.38818320631980896,2.1881721019744873,,,,,,,
299,0.12163543701171875,0.013855080120265484,0.25066399574279785,0.5249956250190735,1799,0.9916839599609375,1.0,0.8875739574432373,0.16246957112280386,8.99500009836629e-05,0.8875739574432373,0.4069836735725403,1.9822485446929932,,,,,,,
299,,,,,1799,,,,,,,,,0.7605926990509033,0.00390625,0.6699478030204773,0.6813192963600159,0.99609375,0.022742999717593193,16.0
308,0.1676914095878601,0.013347436673939228,0.3200318217277527,0.7676238417625427,1849,0.9887051582336426,1.0,0.8731343150138855,0.15002877755315053,9.244999819202349e-05,0.8731343150138855,0.3665158748626709,2.0348258018493652,,,,,,,
309,,,,,1859,,,,,,,,,0.773543119430542,0.0052083334885537624,0.6341050863265991,0.649752140045166,0.9947916865348816,0.031294047832489014,16.0
316,0.16168498992919922,0.012037493288516998,0.26474884152412415,0.73359614610672,1899,0.9896396398544312,1.0,0.8642857074737549,0.1347109435642467,9.495000267634168e-05,0.8666666746139526,0.37045782804489136,1.8142857551574707,,,,,,,
319,,,,,1919,,,,,,,,,0.7846636176109314,0.010416666977107525,0.6027297973632812,0.6292708516120911,0.9895833134651184,0.053082119673490524,16.0
324,0.12763960659503937,0.013129540719091892,0.19466648995876312,0.5253354907035828,1949,0.9906542301177979,1.0,0.8691588640213013,0.14030707339168783,9.744999988470227e-05,0.8691588640213013,0.3424309194087982,1.745327115058899,,,,,,,
329,,,,,1979,,,,,,,,,0.8024704456329346,0.01953125,0.5697159767150879,0.6092199683189392,0.98046875,0.07900802046060562,16.0
333,0.3234892189502716,0.01162799820303917,0.5556101202964783,1.4957133531570435,1999,0.990153968334198,1.0,0.8801956176757812,0.15183248355777135,9.994999709306285e-05,0.8801956176757812,0.3660566806793213,1.8850855827331543,,,,,,,
339,,,,,2039,,,,,,,,,0.8160895705223083,0.02864583395421505,0.5421628355979919,0.5971070528030396,0.9713541865348816,0.10988849401473999,16.0
341,0.17726746201515198,0.011941925622522831,0.3047938644886017,0.8034760355949402,2049,0.9913297891616821,1.0,0.8827433586120605,0.14105614329772753,9.999999747378752e-05,0.8827433586120605,0.3335830569267273,1.805309772491455,,,,,,,
349,0.1880151778459549,0.009552604518830776,0.2558174133300781,0.8281107544898987,2099,0.9928375482559204,1.0,0.910973072052002,0.11933890247320007,9.999999747378752e-05,0.9130434989929199,0.3044118583202362,1.5983437299728394,,,,,,,
349,,,,,2099,,,,,,,,,0.827949047088623,0.0533854179084301,0.5100519061088562,0.6044529676437378,0.9466145634651184,0.18880213797092438,16.0
358,0.12762318551540375,0.010313627310097218,0.16061711311340332,0.4625762104988098,2149,0.9929568767547607,1.0,0.9088982939720154,0.12229711228648962,9.999999747378752e-05,0.9088982939720154,0.3213784694671631,1.616525411605835,,,,,,,
359,,,,,2159,,,,,,,,,0.8418849110603333,0.0807291641831398,0.48337915539741516,0.6088239550590515,0.9192708134651184,0.2508895993232727,16.0
366,0.12970809638500214,0.011000958271324635,0.1252039074897766,0.490155965089798,2199,0.9933983683586121,1.0,0.9185803532600403,0.11694955281503319,9.999999747378752e-05,0.9185803532600403,0.28427374362945557,1.6075156927108765,,,,,,,
369,,,,,2219,,,,,,,,,0.854483425617218,0.1263020783662796,0.46202313899993896,0.6274453401565552,0.8736979365348816,0.3308444023132324,16.0
374,0.22145454585552216,0.009820331819355488,0.25351911783218384,0.9305464625358582,2249,0.987993061542511,1.0,0.8685523867607117,0.10670059669030896,9.999999747378752e-05,0.8702163100242615,0.28862887620925903,1.5623960494995117,,,,,,,
379,,,,,2279,,,,,,,,,0.8678562045097351,0.1666666716337204,0.4380384683609009,0.6345670819282532,0.8359375,0.3930572271347046,16.0
383,0.31909456849098206,0.009525596164166927,0.3016210198402405,1.265275239944458,2299,0.9916173219680786,1.0,0.903743326663971,0.10665668019226893,9.999999747378752e-05,0.9055258631706238,0.26312577724456787,1.4046345949172974,,,,,,,
389,,,,,2339,,,,,,,,,0.8774282336235046,0.23046875,0.419406533241272,0.6524884700775146,0.7799479365348816,0.46616390347480774,16.0
391,0.17216821014881134,0.00891377218067646,0.10652699321508408,0.6265590786933899,2349,0.9914546012878418,1.0,0.9136029481887817,0.10814487044400448,9.999999747378752e-05,0.9136029481887817,0.24308490753173828,1.40625,,,,,,,
399,0.21181657910346985,0.008589822798967361,0.217527836561203,0.7839171290397644,2399,0.9935714602470398,1.0,0.9195979833602905,0.07731460018781067,9.999999747378752e-05,0.9195979833602905,0.26044708490371704,1.3869346380233765,,,,,,,
399,,,,,2399,,,,,,,,,0.8904138207435608,0.2890625,0.4038256108760834,0.6503646373748779,0.7291666865348816,0.4930780827999115,16.0
408,0.2438102662563324,0.006732279434800148,0.2020377367734909,0.8716281056404114,2449,0.994764506816864,1.0,0.9354304671287537,0.07213752336902512,9.999999747378752e-05,0.9354304671287537,0.18821202218532562,1.3029801845550537,,,,,,,
409,,,,,2459,,,,,,,,,0.8976632952690125,0.3359375,0.38810601830482483,0.6374223232269287,0.71875,0.49863266944885254,16.0
416,0.3022649586200714,0.006282473914325237,0.2900369465351105,1.1321148872375488,2499,0.9971238374710083,1.0,0.963302731513977,0.07985294869554936,9.999999747378752e-05,0.963302731513977,0.2532452940940857,1.3192660808563232,,,,,,,
419,,,,,2519,,,,,,,,,0.9070242047309875,0.4075520932674408,0.3799727261066437,0.6301992535591125,0.7317708134651184,0.5004531145095825,16.0
424,0.21723328530788422,0.006559642031788826,0.09860549122095108,0.7269563674926758,2549,0.9964054822921753,1.0,0.9511784315109253,0.06123619821543508,9.999999747378752e-05,0.9511784315109253,0.2225770801305771,1.2525252103805542,,,,,,,
429,,,,,2579,,,,,,,,,0.9137105941772461,0.4479166567325592,0.3727787733078003,0.627331018447876,0.71875,0.5091044902801514,16.0
433,0.2307976335287094,0.005970566533505917,0.07733435928821564,0.702241837978363,2599,0.9955387711524963,1.0,0.9455128312110901,0.06512928487098309,9.999999747378752e-05,0.9455128312110901,0.1760750710964203,1.2419872283935547,,,,,,,
439,,,,,2639,,,,,,,,,0.9202561974525452,0.4973958432674408,0.35967913269996643,0.6161403656005859,0.7330729365348816,0.5129225254058838,16.0
441,0.18820087611675262,0.005423509515821934,0.09027881920337677,0.6489612460136414,2649,0.9964526891708374,1.0,0.9546874761581421,0.04790165136098113,9.999999747378752e-05,0.9546874761581421,0.1558661013841629,1.2531249523162842,,,,,,,
449,0.17370295524597168,0.005029144696891308,0.08022462576627731,0.5723167657852173,2699,0.998238205909729,1.0,0.9713831543922424,0.04349451280571482,9.999999747378752e-05,0.9713831543922424,0.1298748254776001,1.1780604124069214,,,,,,,
449,,,,,2699,,,,,,,,,0.925605297088623,0.5338541865348816,0.3524188995361328,0.6138597130775452,0.7213541865348816,0.5228816866874695,16.0
458,0.267872154712677,0.00539409788325429,0.1241978108882904,0.885794460773468,2749,0.9966472387313843,1.0,0.9652042388916016,0.044764078973617435,9.999999747378752e-05,0.9652042388916016,0.11939321458339691,1.2072616815567017,,,,,,,
459,,,,,2759,,,,,,,,,0.9265554547309875,0.5572916865348816,0.34768596291542053,0.6287271976470947,0.6875,0.5620824694633484,16.0
466,0.23606082797050476,0.004560171160846949,0.2164587527513504,0.8550994396209717,2799,0.996015727519989,1.0,0.9589665532112122,0.04275691953693139,9.999999747378752e-05,0.9589665532112122,0.1225738674402237,1.197568416595459,,,,,,,
469,,,,,2819,,,,,,,,,0.9309895634651184,0.5768229365348816,0.3446404039859772,0.6449856162071228,0.6901041865348816,0.6006904244422913,16.0
474,0.3560972809791565,0.004894298035651445,0.3181038796901703,1.2814929485321045,2849,0.9970212578773499,1.0,0.9562398791313171,0.0435678677541547,9.999999747378752e-05,0.9562398791313171,0.1538703441619873,1.145867109298706,,,,,,,
479,,,,,2879,,,,,,,,,0.9318342208862305,0.6041666865348816,0.34484827518463135,0.6643603444099426,0.6927083134651184,0.6390241384506226,16.0
483,0.518190860748291,0.005281059071421623,0.36013469099998474,1.6741604804992676,2899,0.9986591339111328,1.0,0.9798449873924255,0.03380209109136306,9.999999747378752e-05,0.9798449873924255,0.11483009904623032,1.2232558727264404,,,,,,,
489,,,,,2939,,,,,,,,,0.9362683296203613,0.6236979365348816,0.33751681447029114,0.6851559281349182,0.67578125,0.6952782273292542,16.0
491,0.1827758401632309,0.003947592340409756,0.05606095865368843,0.6309405565261841,2949,0.9981144666671753,1.0,0.97364342212677,0.032057520056202035,9.999999747378752e-05,0.97364342212677,0.10228623449802399,1.1534883975982666,,,,,,,
499,0.7461919188499451,0.007449709810316563,0.3671548664569855,2.115833044052124,2999,0.9964386224746704,1.0,0.9619326591491699,0.03480291021013476,9.999999747378752e-05,0.9619326591491699,0.098722442984581,1.1273791790008545,,,,,,,
499,,,,,2999,,,,,,,,,0.9355996251106262,0.6223958134651184,0.3407975733280182,0.7219164967536926,0.6614583134651184,0.7622378468513489,16.0
